v/(nD)	v/(ΩR)	Ct	Cp	Cs	Tc	Pc	η	η*	stalled	v	rpm	Power	Thrust	Torque
4.040	1.286	0.061095	0.483807	4.671398	0.009532	0.018684	51.02	98.98	0.00	311.21	2000	1.4469	2.372	6.909
4.060	1.292	0.055840	0.464843	4.732219	0.008626	0.017688	48.77	99.07	0.00	312.76	2000	1.3902	2.168	6.638
4.080	1.299	0.050624	0.445890	4.795288	0.007744	0.016718	46.32	99.16	0.00	314.30	2000	1.3335	1.965	6.367
4.100	1.305	0.045539	0.427351	4.859894	0.006899	0.015790	43.69	99.24	0.00	315.84	2000	1.2781	1.768	6.102
4.120	1.311	0.040483	0.408802	4.927136	0.006073	0.014885	40.80	99.33	0.00	317.38	2000	1.2226	1.572	5.837
4.140	1.318	0.035141	0.388952	5.000588	0.005221	0.013958	37.40	99.42	0.00	318.92	2000	1.1632	1.364	5.554
4.160	1.324	0.030112	0.370268	5.074462	0.004431	0.013097	33.83	99.50	0.00	320.46	2000	1.1074	1.169	5.287
4.180	1.331	0.024954	0.350928	5.153862	0.003637	0.012236	29.72	99.59	0.00	322.00	2000	1.0495	0.969	5.011
4.200	1.337	0.019775	0.331378	5.238229	0.002855	0.011390	25.06	99.67	0.00	323.54	2000	0.9911	0.768	4.732
4.220	1.343	0.014647	0.311901	5.327325	0.002094	0.010569	19.82	99.76	0.00	325.08	2000	0.9328	0.569	4.454
4.240	1.350	0.009227	0.291113	5.426920	0.001307	0.009725	13.44	99.85	0.00	326.62	2000	0.8706	0.358	4.157
4.260	1.356	0.004117	0.271479	5.529200	0.000578	0.008942	6.46	99.93	0.00	328.16	2000	0.8119	0.160	3.877
4.280	1.362	-0.001122	0.251179	5.642184	-0.000156	0.008158	0.00	99.99	0.00	329.70	2000	0.7512	-0.044	3.587
4.300	1.369	-0.006364	0.230789	5.765348	-0.000876	0.007392	0.00	99.99	0.00	331.24	2000	0.6902	-0.247	3.296
4.320	1.375	-0.011645	0.210082	5.902092	-0.001589	0.006636	0.00	99.99	0.00	332.78	2000	0.6283	-0.452	3.000
4.340	1.381	-0.016916	0.189291	6.054296	-0.002287	0.005897	0.00	99.99	0.00	334.32	2000	0.5661	-0.657	2.703
4.360	1.388	-0.022228	0.168209	6.227539	-0.002978	0.005168	0.00	99.99	0.00	335.87	2000	0.5031	-0.863	2.402
4.380	1.394	-0.027554	0.146955	6.427429	-0.003657	0.004454	0.00	99.99	0.00	337.41	2000	0.4395	-1.070	2.098
4.400	1.401	-0.032873	0.125592	6.662851	-0.004324	0.003754	0.00	99.99	0.00	338.95	2000	0.3756	-1.276	1.793
4.420	1.407	-0.038187	0.104140	6.948619	-0.004977	0.003071	0.00	99.99	0.00	340.49	2000	0.3115	-1.483	1.487
4.440	1.413	-0.043357	0.083203	7.300543	-0.005601	0.002421	0.00	99.99	0.00	342.03	2000	0.2488	-1.683	1.188
4.460	1.420	-0.048250	0.063354	7.744263	-0.006177	0.001818	0.00	99.99	0.00	343.57	2000	0.1895	-1.873	0.905
4.480	1.426	-0.053172	0.043304	8.394084	-0.006746	0.001226	0.00	99.99	0.00	345.11	2000	0.1295	-2.064	0.618
