v/(nD)	v/(ΩR)	Ct	Cp	Cs	Tc	Pc	η	η*	stalled	v	rpm	Power	Thrust	Torque
3.700	1.178	0.453145	2.467177	3.088600	0.084290	0.124032	67.96	92.25	0.00	285.02	2000	7.3786	17.593	35.230
3.800	1.210	0.443703	2.477651	3.169389	0.078247	0.114982	68.05	92.50	0.00	292.73	2000	7.4099	17.226	35.380
3.900	1.241	0.433640	2.484203	3.251076	0.072601	0.106643	68.08	92.75	0.00	300.43	2000	7.4295	16.835	35.473
4.000	1.273	0.423054	2.487382	3.333585	0.067331	0.098970	68.03	93.00	0.00	308.13	2000	7.4390	16.424	35.519
4.020	1.280	0.420894	2.487714	3.350163	0.066323	0.097513	68.01	93.05	0.00	309.67	2000	7.4400	16.341	35.523
4.040	1.286	0.418707	2.487898	3.366781	0.065326	0.096079	67.99	93.10	0.00	311.21	2000	7.4405	16.256	35.526
4.060	1.292	0.416473	2.487882	3.383452	0.064339	0.094666	67.96	93.15	0.00	312.76	2000	7.4405	16.169	35.526
4.080	1.299	0.414126	2.487225	3.400299	0.063351	0.093256	67.93	93.20	0.00	314.30	2000	7.4385	16.078	35.516
4.100	1.305	0.411755	2.486460	3.417178	0.062375	0.091869	67.90	93.26	0.00	315.84	2000	7.4362	15.986	35.505
4.120	1.311	0.409347	2.485473	3.434120	0.061410	0.090502	67.85	93.31	0.00	317.38	2000	7.4333	15.892	35.491
4.140	1.318	0.406757	2.483588	3.451314	0.060433	0.089129	67.80	93.36	0.00	318.92	2000	7.4277	15.792	35.464
4.160	1.324	0.404035	2.480954	3.468723	0.059453	0.087756	67.75	93.42	0.00	320.46	2000	7.4198	15.686	35.427
4.180	1.331	0.401295	2.478117	3.486197	0.058486	0.086404	67.69	93.48	0.00	322.00	2000	7.4113	15.580	35.386
4.200	1.337	0.398549	2.475215	3.503698	0.057534	0.085076	67.63	93.53	0.00	323.54	2000	7.4026	15.473	35.345
4.220	1.343	0.395790	2.472139	3.521258	0.056595	0.083768	67.56	93.59	0.00	325.08	2000	7.3934	15.366	35.301
4.240	1.350	0.393034	2.469050	3.538831	0.055672	0.082485	67.49	93.64	0.00	326.62	2000	7.3842	15.259	35.257
4.260	1.356	0.390285	2.465872	3.556440	0.054765	0.081224	67.42	93.70	0.00	328.16	2000	7.3747	15.152	35.211
4.280	1.362	0.387508	2.462496	3.574116	0.053868	0.079981	67.35	93.75	0.00	329.70	2000	7.3646	15.044	35.163
4.300	1.369	0.384729	2.459041	3.591826	0.052986	0.078759	67.28	93.81	0.00	331.24	2000	7.3542	14.936	35.114
4.320	1.375	0.381948	2.455516	3.609568	0.052117	0.077559	67.20	93.87	0.00	332.78	2000	7.3437	14.828	35.064
4.340	1.381	0.379156	2.451833	3.627367	0.051260	0.076377	67.11	93.92	0.00	334.32	2000	7.3327	14.720	35.011
4.360	1.388	0.376354	2.448052	3.645208	0.050416	0.075214	67.03	93.97	0.00	335.87	2000	7.3214	14.611	34.957
4.380	1.394	0.373550	2.444150	3.663098	0.049584	0.074071	66.94	94.03	0.00	337.41	2000	7.3097	14.502	34.901
4.400	1.401	0.370723	2.440138	3.681034	0.048762	0.072945	66.85	94.08	0.00	338.95	2000	7.2977	14.393	34.844
4.420	1.407	0.367911	2.436067	3.699001	0.047956	0.071839	66.75	94.14	0.00	340.49	2000	7.2855	14.284	34.786
4.440	1.413	0.365081	2.431817	3.717036	0.047159	0.070749	66.66	94.19	0.00	342.03	2000	7.2728	14.174	34.725
4.460	1.420	0.362240	2.427472	3.735115	0.046373	0.069677	66.55	94.25	0.00	343.57	2000	7.2598	14.063	34.663
4.480	1.426	0.359382	2.423008	3.753246	0.045597	0.068622	66.45	94.30	0.00	345.11	2000	7.2465	13.952	34.599
4.500	1.432	0.356531	2.418424	3.771430	0.044835	0.067583	66.34	94.35	0.00	346.65	2000	7.2328	13.842	34.534
4.520	1.439	0.353666	2.413714	3.789669	0.044082	0.066560	66.23	94.41	0.00	348.19	2000	7.2187	13.731	34.467
4.540	1.445	0.350802	2.408937	3.807946	0.043340	0.065554	66.11	94.46	0.00	349.73	2000	7.2044	13.619	34.398
4.560	1.451	0.347918	2.404038	3.826279	0.042608	0.064563	65.99	94.52	0.00	351.27	2000	7.1897	13.507	34.328
4.580	1.458	0.345056	2.399066	3.844652	0.041889	0.063590	65.87	94.57	0.00	352.81	2000	7.1749	13.396	34.257
4.600	1.464	0.342163	2.393921	3.863099	0.041177	0.062629	65.75	94.62	0.00	354.35	2000	7.1595	13.284	34.184
4.620	1.471	0.339269	2.388728	3.881581	0.040476	0.061685	65.62	94.67	0.00	355.89	2000	7.1440	13.172	34.110
4.640	1.477	0.336353	2.383289	3.900162	0.039783	0.060752	65.48	94.73	0.00	357.43	2000	7.1277	13.058	34.032
4.660	1.483	0.333434	2.377800	3.918780	0.039100	0.059835	65.35	94.78	0.00	358.98	2000	7.1113	12.945	33.954
4.680	1.490	0.330528	2.372303	3.937421	0.038429	0.058935	65.21	94.83	0.00	360.52	2000	7.0948	12.832	33.875
4.700	1.496	0.327594	2.366622	3.956144	0.037764	0.058046	65.06	94.89	0.00	362.06	2000	7.0778	12.718	33.794
4.720	1.502	0.324642	2.360722	3.974962	0.037107	0.057169	64.91	94.94	0.00	363.60	2000	7.0602	12.604	33.710
4.740	1.509	0.321705	2.354824	3.993803	0.036462	0.056307	64.76	94.99	0.00	365.14	2000	7.0426	12.490	33.626
4.760	1.515	0.318737	2.348759	4.012724	0.035823	0.055457	64.60	95.04	0.00	366.68	2000	7.0244	12.374	33.539
4.780	1.522	0.315781	2.342615	4.031695	0.035194	0.054621	64.43	95.10	0.00	368.22	2000	7.0060	12.260	33.451
4.800	1.528	0.312820	2.336356	4.050731	0.034574	0.053797	64.27	95.15	0.00	369.76	2000	6.9873	12.145	33.362
4.820	1.534	0.309854	2.330002	4.069825	0.033963	0.052985	64.10	95.20	0.00	371.30	2000	6.9683	12.030	33.271
4.840	1.541	0.306876	2.323516	4.088992	0.033359	0.052185	63.92	95.25	0.00	372.84	2000	6.9489	11.914	33.179
4.860	1.547	0.303866	2.316810	4.108262	0.032760	0.051395	63.74	95.31	0.00	374.38	2000	6.9289	11.797	33.083
4.880	1.553	0.300861	2.310089	4.127567	0.032171	0.050619	63.56	95.36	0.00	375.92	2000	6.9088	11.680	32.987
4.900	1.560	0.297879	2.303330	4.146912	0.031593	0.049855	63.37	95.41	0.00	377.46	2000	6.8886	11.565	32.890
4.920	1.566	0.294865	2.296319	4.166378	0.031019	0.049099	63.18	95.46	0.00	379.00	2000	6.8676	11.448	32.790
4.940	1.572	0.291844	2.289279	4.185884	0.030454	0.048357	62.98	95.51	0.00	380.54	2000	6.8465	11.330	32.690
4.960	1.579	0.288798	2.282016	4.205503	0.029893	0.047623	62.77	95.57	0.00	382.09	2000	6.8248	11.212	32.586
4.980	1.585	0.285761	2.274697	4.225174	0.029342	0.046900	62.56	95.62	0.00	383.63	2000	6.8029	11.094	32.482
5.000	1.592	0.282729	2.267350	4.244889	0.028799	0.046190	62.35	95.67	0.00	385.17	2000	6.7810	10.976	32.377
5.020	1.598	0.279663	2.259747	4.264732	0.028260	0.045487	62.13	95.72	0.00	386.71	2000	6.7582	10.857	32.268
5.040	1.604	0.276608	2.252061	4.284642	0.027730	0.044795	61.90	95.77	0.00	388.25	2000	6.7352	10.739	32.158
5.060	1.611	0.273552	2.244367	4.304590	0.027207	0.044115	61.67	95.82	0.00	389.79	2000	6.7122	10.620	32.048
5.080	1.617	0.270452	2.236392	4.324681	0.026687	0.043441	61.43	95.88	0.00	391.33	2000	6.6884	10.500	31.935
5.100	1.623	0.267385	2.228438	4.344803	0.026178	0.042779	61.19	95.93	0.00	392.87	2000	6.6646	10.381	31.821
5.120	1.630	0.264289	2.220323	4.365025	0.025673	0.042126	60.94	95.98	0.00	394.41	2000	6.6403	10.261	31.705
5.140	1.636	0.261193	2.212082	4.385336	0.025175	0.041481	60.69	96.03	0.00	395.95	2000	6.6157	10.140	31.587
5.160	1.642	0.258081	2.203690	4.405747	0.024683	0.040845	60.43	96.08	0.00	397.49	2000	6.5906	10.020	31.468
5.180	1.649	0.254960	2.195213	4.426234	0.024196	0.040219	60.16	96.13	0.00	399.03	2000	6.5652	9.898	31.347
5.200	1.655	0.251823	2.186545	4.446841	0.023715	0.039599	59.89	96.18	0.00	400.57	2000	6.5393	9.777	31.223
